interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
isotope,190.1,127,HMDB0000679,Homocitrulline,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,12483.5013125006,13.707,0.993253817288469,0.007491384
isotope,283.1,151,HMDB0000299,Xanthosine,HMDB0000133,Guanosine,1408412.68872918,7.75,135654.918303219,7.716,0.99325043404337,0.09631759
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0006344,Phenylacetylglutamine,11903959.3864201,5.602,66436.9825280293,5.6045,0.99324207197486,0.005581083
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000239,Pyridoxine,9778988.47069235,3.395,62303.8652461262,3.395,0.993193814157004,0.006371197
isobar,132.1,86,HMDB0000172,L-Isoleucine,HMDB0000766,N-Acetyl-L-alanine,1432084.36061093,7.14,35750.7787172831,7.142,0.993184454529579,0.02496416
fragment,117,73,HMDB0000202,Methylmalonic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,67164.0474268917,12.552,0.99315525355259,0.2092848
fragment,131,87,HMDB0011733,Glycyl-glycine,HMDB0031193,"1,2,3-Propanetricarboxylic acid",970677.179959814,12.232,190786.693057931,12.264,0.993144190038281,0.1965501
fragment,131,87,HMDB0000661,Glutaric acid,HMDB0031193,"1,2,3-Propanetricarboxylic acid",970677.179959814,12.232,207914.047144437,12.264,0.993128547437043,0.2141948
isotope,176.1,70,HMDB0000904,Citrulline,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,2145.72376888662,8.583,0.993049145032748,0.004890076
fragment,191.1,174,HMDB0004095,5-Methoxytryptamine,HMDB0001389,Melatonin,10828776.8351017,1.92,281675.779203177,1.922,0.993001655302978,0.02601178
isotope,123.1,80,HMDB0001406,Niacinamide,HMDB0012275,Phenylethylamine,2813925.67538157,7.814,36077.506190966,7.814,0.992958610480237,0.01282106
fragment,118.1,91,HMDB0000738,Indole,HMDB0013318,Tryptophanamide,5139098.31795485,3.587,18657.6262808987,3.587,0.992949761784261,0.003630525
isotope,160,116,HMDB0002285,2-Indolecarboxylic acid,HMDB0000555,3-Methyladipic acid,502845.521646081,9.734,3831.79224816768,9.702,0.992859850367849,0.007620218
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000884,Ribothymidine,229877.281354206,4.099,17716.4774195696,4.099,0.992815181209701,0.07706928
fragment,127.1,110,HMDB0000262,Thymine,HMDB0000884,Ribothymidine,229877.281354206,4.099,537333.321796171,4.099,0.992508507195535,2.337479
isotope,133.1,70,HMDB0000214,Ornithine,HMDB0000172,L-Isoleucine,1360485.92369781,7.27,8667.32441443472,7.238,0.992467034082386,0.006370756
fragment,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,1573.19721394523,9.031,0.992446416530988,0.001043102
isotope,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,2868.4447968953,8.583,0.99244336879786,0.006537147
isotope,190,144,HMDB0000715,Kynurenic acid,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,29991.1389017036,13.707,0.992432818427913,0.01644799
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0000512,N-Acetyl-L-phenylalanine,2633172.23505023,3.651,350576.853460567,3.681,0.992379901876404,0.1331386
isotope,159.1,115,HMDB0002441,"3,3-Dimethylglutaric acid",HMDB0000678,Isovalerylglycine,5673587.46939014,4.321,31090.6704490216,4.321,0.992210029590982,0.005479896
fragment,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,4664.14541518923,9.349,0.992170240140968,0.003474426
fragment,150.1,123,HMDB0011600,3-Methyladenine,HMDB0004044,N6-Methyladenosine,22520377.5043278,3.555,175583.736046638,3.555,0.992145560194183,0.00779666
fragment,164.1,118,HMDB0011727,Bicine,HMDB0000684,L-Kynurenine,536425.91732554,7.11,3675.60151897341,7.11,0.992032443790195,0.006852021
isotope,509,137,HMDB0000189,Inosine triphosphate,HMDB0000538,Adenosine triphosphate,187469.113745591,11.273,48532.1193856937,11.273,0.991961213067047,0.2588806
fragment,147.1,84,HMDB0000641,L-Glutamine,HMDB0000679,Homocitrulline,345302.326537134,9.351,47331.8619050065,9.351,0.991960968702659,0.1370737
isobar,216,135,HMDB0001885,3-Chlorotyrosine,HMDB0012245,Kinetin,17763193.5997228,3.008,128347.23846811,3.01,0.991947577184126,0.00722546
isobar,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0002024,Imidazoleacetic acid,2475363.3873116,8.615,3334.57233516174,8.613,0.991894915120206,0.001347104
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",362394.704796498,7.972,80895.951010609,8.004,0.991886855679285,0.2232261
fragment,101,57,HMDB0000060,Acetoacetic acid,HMDB0000208,Oxoglutaric acid,660176.418177173,10.855,43890.2156905862,10.855,0.991809220421748,0.06648256
fragment,163,119,HMDB0002035,4-Hydroxycinnamic acid,HMDB0000866,N-Acetyl-L-tyrosine,1815353.30343829,6.723,24996.1421583242,6.755,0.99177364394516,0.0137693
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,35978.4232898634,8.581,0.991754002408974,0.08199435
fragment,117,73,HMDB0000254,Succinic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,62515.1684520856,12.584,0.991574551770558,0.1947988
isotope,166,122,HMDB0000232,Quinolinic acid,HMDB0002199,Desaminotyrosine,85977.6363097683,6.115,10020.3257707622,6.115,0.991428705682757,0.1165457
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0000191,L-Aspartic acid,1059200.95737801,9.958,4313.86974051122,9.958,0.991259500093361,0.004072759
fragment,131,87,HMDB0001844,Methylsuccinic acid,HMDB0031193,"1,2,3-Propanetricarboxylic acid",970677.179959814,12.232,123878.268329822,12.264,0.991228370838195,0.1276205
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0003011,O-Acetylserine,203892.209371965,7.75,7963.39040300451,7.75,0.991129195363249,0.03905686
isotope,153,108,HMDB0000152,Gentisic acid,HMDB0304941,3-Amino-4-hydroxybenzoic acid,198398.696507368,9.287,27861.8996448881,9.285,0.991078638828318,0.1404339
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000303,Tryptamine,1880151.63209472,8.263,26168.2140720201,8.263,0.990925592093472,0.01391814
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0000182,L-Lysine,1174326.1545554,13.291,13579.1452639089,13.291,0.990892120368376,0.01156335
fragment,118.1,91,HMDB0000738,Indole,HMDB0000929,L-Tryptophan,1077472.65566191,7.462,33278.4507667911,7.494,0.990882272546864,0.03088566
isotope,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0001392,p-Aminobenzoic acid,67830.6519287535,7.428,16363.7445198609,7.428,0.990828368035147,0.2412441
isobar,173,85,HMDB0000958,trans-Aconitic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,4525.62531579333,9.317,0.990789115110696,0.00337124
isotope,242.1,126,HMDB0002224,5-Methyldeoxycytidine,HMDB0000194,Anserine,2330073.78619023,9.191,2358.161826585,9.191,0.990750749805237,0.001012055
fragment,184.1,125,HMDB0001565,Phosphorylcholine,HMDB0000086,Glycerophosphocholine,10692248.7655519,8.967,31305.4758606488,8.967,0.990736048379964,0.002927866
isobar,180.1,162,PBCM0000440049,"(2R,3R,4S,5R)-2-amino-3,4,5,6-tetrahydroxyhexanal",HMDB0000714,Hippuric acid,2165740.66333001,4.804,44311.1581693729,4.804,0.990673471206027,0.02046005
fragment,174.1,128,HMDB0000842,Quinaldic acid,HMDB0001389,Melatonin,10828776.8351017,1.92,47349.7851244736,1.922,0.990652310473957,0.004372589
fragment,125,79,HMDB0013674,"1,2,3-Trihydroxybenzene",HMDB0000211,myo-Inositol,208449.328069146,9.958,1303.09484899922,9.99,0.990625315888129,0.006251375
fragment,87,43,HMDB0000243,Pyruvic acid,HMDB0000956,Tartaric acid,467845.365422312,11.495,10799.2057945625,11.495,0.990497594023259,0.02308285
fragment,115,71,HMDB0000176,Maleic acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,25084.3566812889,9.253,0.990388172594292,0.0451051
fragment,118.1,91,HMDB0000738,Indole,HMDB0003320,Indole-3-carboxylic acid,8319335.76050011,5.474,85499.7971607738,5.508,0.990033420319922,0.01027724
fragment,112.1,70,PBCM0000066950,Isocytosine,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,8554.42866036751,9.351,0.990030163809152,0.006372386
isotope,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0003152,N-Methylnicotinamide,4005204.01496855,2.882,11537.3545847635,2.882,0.990025493124804,0.002880591
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000089,Cytidine,1059698.30341459,7.302,832231.217659462,7.302,0.99001221691441,0.7853473
isotope,190.1,127,HMDB0000679,Homocitrulline,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,15698.9574734035,13.707,0.990003590900909,0.008609753
fragment,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0004620,N-a-Acetyl-L-arginine,3048803.52037569,9.063,226105.410177498,9.061,0.989996364835704,0.07416201
isobar,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0000641,L-Glutamine,1339403.06696519,9.351,44096.712753744,9.381,0.989886736187386,0.03292266
isomer,222.1,138,HMDB0001129,N-Acetylmannosamine,HMDB0000215,N-Acetyl-D-glucosamine,38059.1564931949,7.302,39177.3615460303,7.302,0.989861525101851,1.029381
isotope,190,144,HMDB0000715,Kynurenic acid,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,28068.2462477277,13.707,0.989838771999322,0.01684383
fragment,170,124,HMDB0002757,Cysteic acid,HMDB0004231,Panthenol,5232881.61670051,3.075,7737.77056501978,3.075,0.989725608923986,0.001478683
fragment,110,66,HMDB0004230,Pyrrole-2-carboxylic acid,HMDB0000296,Uridine,1494886.7567272,5.41,38705.8238070793,5.41,0.989667120666722,0.02589214
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000191,L-Aspartic acid,595951.996340395,9.958,22979.2980147918,9.958,0.989614447424761,0.03855897
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0000679,Homocitrulline,345302.326537134,9.351,45303.0876534659,9.351,0.989601596568591,0.1311983
fragment,151,107,HMDB0000669,ortho-Hydroxyphenylacetic acid,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,35013.6621566169,8.165,0.989576085177903,0.03490485
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,21795.902199119,13.707,0.989556280356905,0.01195349
isobar,133.1,70,HMDB0000214,Ornithine,HMDB0000026,Ureidopropionic acid,67275.1521250718,8.775,2607.89244167211,8.775,0.989414636834026,0.03876457
fragment,190.1,127,HMDB0000679,Homocitrulline,HMDB0000962,Lipoamide,229237.111564724,1.986,10333.2048345445,1.986,0.989410951795751,0.04507649
isobar,131,87,HMDB0000223,Oxalacetic acid,HMDB0000168,L-Asparagine,163794.235607809,9.544,3016.94748255022,9.574,0.989405193762034,0.01841913
fragment,137.1,94,HMDB0000699,1-Methylnicotinamide,HMDB0000195,Inosine,4841331.20376079,6.755,418247.167287314,6.757,0.989403661710244,0.08639094
fragment,135,91,HMDB0002340,2-Methylbenzoic acid,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",362394.704796498,7.972,27548.7638145624,8.004,0.988979723590439,0.07601867
fragment,101,57,HMDB0000005,2-Ketobutyric acid,HMDB0000208,Oxoglutaric acid,660176.418177173,10.855,46007.0272363667,10.855,0.988930408912974,0.06968899
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,5204.53701463215,9.317,0.988848557570993,0.003876976
isotope,111,42,HMDB0000300,Uracil,HMDB0000630,Cytosine,1502174.79585634,6.533,7707.29867385709,6.563,0.988669879920212,0.00513076
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000259,Serotonin,3330767.42839269,10.536,22173.7389139794,10.536,0.988643831392043,0.006657246
fragment,173,85,HMDB0000958,trans-Aconitic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,26227.3814770773,12.584,0.988544403281082,0.08172517
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000904,Citrulline,958091.400581548,9.672,27224.757761012,9.672,0.988381333416059,0.02841562
isotope,135,92,HMDB0000157,Hypoxanthine,HMDB0000034,Adenine,4644262.89810051,4.868,9464.13788869241,4.834,0.988326478582053,0.002037813
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0000148,L-Glutamic acid,386448.182408551,9.832,24929.1337286875,9.864,0.988269087519905,0.06450835
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0001401,Glucose 6-phosphate,475632.779972869,11.047,6283.11910427482,11.049,0.988165499765686,0.01321002
isomer,173,85,HMDB0000072,cis-Aconitic acid,HMDB0000958,trans-Aconitic acid,262370.941832575,12.776,265905.17261508,12.776,0.988106003318715,1.01347
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,33440.8149410705,11.239,0.988028109349315,0.1397727
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0000982,5-Methylcytidine,3080641.39034351,6.597,926072.278348381,6.597,0.988025126799208,0.3006102
isotope,191.1,85,HMDB0003072,Quinic acid,HMDB0011745,N-Acetyl-L-methionine,303002.747948086,4.74,23080.5188751285,4.706,0.987961567370308,0.07617264
fragment,131,87,HMDB0000223,Oxalacetic acid,HMDB0000956,Tartaric acid,467845.365422312,11.495,2066.43326961278,11.463,0.987860208043215,0.004416915
fragment,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0000962,Lipoamide,229237.111564724,1.986,2001.99752891941,1.986,0.987729410406525,0.008733305
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,3815.11249844654,8.583,0.987694374701449,0.00869459
isotope,132,88,HMDB0000191,L-Aspartic acid,HMDB0000026,Ureidopropionic acid,67275.1521250718,8.775,4834.73234992449,8.805,0.987601037871894,0.07186505
fragment,138,108,HMDB0001232,4-Nitrophenol,HMDB0000239,Pyridoxine,8116396.91251641,3.395,506902.061929623,3.425,0.987582039560837,0.06245408
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,42997.6095289321,9.285,0.987575696262044,0.07731558
isotope,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0000157,Hypoxanthine,251599.408439768,5.602,5984.76069161329,5.634,0.987553366670658,0.004757372
fragment,173,93,HMDB0003070,Shikimic acid,HMDB0003072,Quinic acid,585611.325810711,9.061,2192.21021417482,9.061,0.987518263682808,0.003743456
fragment,151,107,HMDB0004815,4-Hydroxy-3-methylbenzoic acid,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,15517.0974268368,8.165,0.987499353279479,0.01546888
fragment,118.1,91,HMDB0000738,Indole,HMDB0000684,L-Kynurenine,536425.91732554,7.11,53295.950523409,7.142,0.987456527413844,0.09935379
isomer,101,57,HMDB0000005,2-Ketobutyric acid,HMDB0000060,Acetoacetic acid,8865.86007299878,4.129,8148.7018005575,4.129,0.987350146329752,0.9191101
isomer,138.1,92,HMDB0000875,Trigonelline,HMDB0015687,Salicylamide,1257011.03694723,2.05,2295.54871317995,2.05,0.987264163388899,0.001826196
fragment,173,85,HMDB0000072,cis-Aconitic acid,HMDB0000193,Isocitric acid,320921.706691454,12.52,32030.1847576239,12.584,0.987082116754005,0.09980685
fragment,137.1,80,HMDB0003152,N-Methylnicotinamide,HMDB0001476,3-Hydroxyanthranilic acid,1003117.37113993,8.165,15010.9849903761,8.135,0.987062337082948,0.01496434
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0004826,p-Synephrine,321556.485237765,8.231,8795.47122819794,8.231,0.986783887687985,0.0273528
fragment,130.1,88,HMDB0000766,N-Acetyl-L-alanine,HMDB0001511,Phosphocreatine,155831.690468648,10.376,2206.97717083401,10.406,0.986759203918205,0.01416257
isotope,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0000182,L-Lysine,1174326.1545554,13.291,9217.27407714407,13.291,0.986753418316177,0.00784899
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000905,Deoxyadenosine monophosphate,3476750.98747066,9.255,84431.882156878,9.255,0.986694295652131,0.02428471
isotope,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,10113.3211320031,8.199,0.986654108000939,0.01152796
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,39855.7823520512,9.285,0.986564492732886,0.07166614
fragment,428,136,HMDB0001341,ADP,HMDB0000902,"NAD",1098977.96930556,9.512,561946.712918329,9.544,0.98645200334835,0.5113357
isotope,259.1,127,HMDB0000884,Ribothymidine,HMDB0000982,5-Methylcytidine,3080641.39034351,6.597,202052.04682646,6.597,0.986432179405084,0.06558766
fragment,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0006029,N-Acetylglutamine,877286.629220508,8.199,6951.86432834395,8.229,0.986356893990741,0.007924279
fragment,151,108,HMDB0000292,Xanthine,HMDB0000299,Xanthosine,5766361.33193349,8.869,151769.579788289,8.869,0.986310865422208,0.02631982
fragment,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0004620,N-a-Acetyl-L-arginine,3048803.52037569,9.063,8612.22977024548,9.061,0.986283767654593,0.00282479
isotope,267.1,135,HMDB0000195,Inosine,HMDB0000050,Adenosine,13175678.0024158,4.868,84529.0226336883,4.834,0.986242226896923,0.006415535
isotope,190.1,130,HMDB0002302,Indole-3-propionic acid,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,6932.2770601797,13.707,0.986119579099914,0.004160079
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,29022.655797752,11.239,0.986000162190315,0.1213061
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,19191.351703893,11.239,0.985924319452766,0.08021417
isotope,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,1317.15358506727,8.869,0.985696901075098,0.006255231
fragment,118.1,91,HMDB0000738,Indole,HMDB0004825,p-Octopamine,4450242.97689288,9.48,65626.5328498253,9.512,0.985584963649013,0.01474673
fragment,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0028685,Alanylglutamine,1508191.39669779,8.997,2071.81604929481,8.997,0.985485819574255,0.001373709
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0000259,Serotonin,1630072.43809598,10.312,18565.744902365,10.312,0.985340541279211,0.01138952
fragment,106,60,HMDB0000187,L(D)-Serine,HMDB0003011,O-Acetylserine,64448.0484569774,7.75,19201.3316813549,7.75,0.985193863978292,0.297935
isobar,129,85,HMDB0000634,Citraconic acid,HMDB0000695,Ketoleucine,10430.1569535022,3.104,147081.574986308,3.104,0.985040209109073,14.10157
fragment,76,30,HMDB0000123,Glycine,HMDB0000532,Acetylglycine,723565.901853112,7.748,4664.47033812167,7.75,0.984948952510114,0.006446504
fragment,69,42,HMDB0001525,Imidazole,HMDB0000630,Cytosine,1502174.79585634,6.533,1955.05121357012,6.533,0.98469352810223,0.001301481
isobar,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0000267,Pyroglutamic acid,12949.1898448885,7.94,34656.091485191,7.942,0.984637205445589,2.676313
fragment,181.1,135,HMDB0003269,Nicotinuric acid,HMDB0000609,DL-Dopa,353603.581395552,9.416,28649.0829339686,9.416,0.984608238481207,0.08102034
fragment,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0000714,Hippuric acid,2165740.66333001,4.804,9680.65991195244,4.802,0.984593497868762,0.004469907
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid,9713153.10608123,3.393,20149.4036407075,3.425,0.984580150466978,0.002074445
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000873,4-Methylcatechol,233566.865008833,2.112,36118.6269420085,2.112,0.984575076024097,0.1546393
fragment,128,82,HMDB0000267,Pyroglutamic acid,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,1649.9789533621,10.086,0.984478647423512,0.003028074
fragment,118.1,91,HMDB0000738,Indole,HMDB0000866,N-Acetyl-L-tyrosine,1815353.30343829,6.723,4085.36736141924,6.725,0.98415110338196,0.002250453
fragment,104.1,87,HMDB0000112,gamma-Aminobutyric acid,HMDB0003464,4-Guanidinobutanoic acid,1202284.80562336,9.095,28131.6471868425,9.159,0.984070596293497,0.02339849
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000191,L-Aspartic acid,595951.996340395,9.958,13484.7408496338,9.958,0.984034302100355,0.02262723
isotope,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0000670,Homo-L-arginine,1823392.34227697,13.707,7661.40620905109,13.739,0.98401804131729,0.004201732
isotope,189.1,144,HMDB0000670,Homo-L-arginine,HMDB0000734,Indoleacrylic acid,4132458.22328305,4.834,6055.59330271453,4.804,0.983902868541613,0.001465373
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000855,Nicotinamide riboside,11829496.4093719,11.081,125455.862899021,11.081,0.983877621144458,0.01060534
fragment,179,135,HMDB0001964,Caffeic acid,HMDB0000609,DL-Dopa,353603.581395552,9.416,18093.8062990899,9.445,0.98364290797614,0.05116975
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000828,Ureidosuccinic acid,239251.376237523,11.209,20482.7103381928,11.239,0.983563186923521,0.08561167
fragment,124,78,HMDB0002243,Picolinic acid,HMDB0000855,Nicotinamide riboside,11829496.4093719,11.081,18993.2900479302,11.113,0.983518431440589,0.001605587
fragment,116,74,HMDB0000532,Acetylglycine,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,4501.50610362023,10.086,0.98344509255636,0.008261253
fragment,117.1,71,HMDB0001987,2-Hydroxy-2-methylbutyric acid,HMDB0000211,myo-Inositol,208449.328069146,9.958,2513.24313480287,9.958,0.983388772804527,0.01205685
fragment,190,144,HMDB0000715,Kynurenic acid,HMDB0000962,Lipoamide,229237.111564724,1.986,1114.85810215622,1.986,0.983133682087808,0.00486334
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0002393,N-Methyl-D-aspartic acid,556131.269108391,9.287,25519.4567666265,9.285,0.983054267824902,0.04588747
isotope,179,135,HMDB0001964,Caffeic acid,HMDB0000714,Hippuric acid,2165740.66333001,4.804,81702.8766782241,4.77,0.983011583766506,0.03772514
isotope,142.1,81,HMDB0003431,L-Histidinol,HMDB0002144,"1,3-Dimethyluracil",997205.45052355,2.018,1193.35597501568,1.986,0.982917688148499,0.0011967
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0003357,N2-Acetylornithine,1342421.67090237,9.317,4174.22444844232,9.381,0.982826674317942,0.003109473
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000229,Nicotinamide ribotide,2426931.73655451,9.928,447816.98321973,9.96,0.982814393293647,0.1845198
fragment,118.1,55,HMDB0000883,L-Valine,HMDB0028854,Glycylvaline,704006.66905475,8.006,5012.33833938354,8.038,0.98277067496358,0.007119731
fragment,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0000121,Folic acid,175128.18546018,11.273,2762.95972615672,11.273,0.98276612468537194,0.0031553560000000002
isomer,149.1,105,HMDB0000764,Hydrocinnamic acid,HMDB0011743,2-Phenylpropionate,226181.655956704,3.297,230287.384017093,3.297,0.982752106942145,1.018152
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000958,trans-Aconitic acid,262370.941832575,12.776,705490.340284792,12.776,0.982395147668069,2.688904
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000670,Homo-L-arginine,1666381.08443098,13.707,19853.4804239673,13.739,0.982391382581462,0.01191413
isomer,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0003011,O-Acetylserine,203892.209371965,7.75,4232.97229734759,7.75,0.982069574597981,0.02076083
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000177,L-Histidine,2890390.07242772,9.159,47227.843254368,9.189,0.981875612970646,0.01633961
fragment,155,111,HMDB0000226,Orotic acid,HMDB0000094,Citric acid,345276.582852104,12.136,4696.44798044973,12.136,0.981437068780631,0.01360199
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0001138,N-Acetyl-L-glutamic acid,544893.864672338,10.12,49272.5701642033,10.12,0.981330097034192,0.090426
isobar,131,87,HMDB0001844,Methylsuccinic acid,HMDB0000168,L-Asparagine,163794.235607809,9.544,984.649463344346,9.574,0.98129699850676,0.006011503
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0000517,L-Arginine,3267154.52540262,13.771,8588.92121266453,13.771,0.98119276766066,0.002628869
fragment,171.1,127,HMDB0000721,Glycylproline,HMDB0001451,(R)-Lipoic acid,3315683.45366805,3.104,544208.95781535,3.104,0.980997865448263,0.1641318
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0003431,L-Histidinol,4666170.8756277,10.633,86455.6824458068,10.665,0.980855642133551,0.01852819
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0006028,N-Acetylasparagine,438791.511607113,8.549,2455.19991334584,8.583,0.980630392597916,0.005595368
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000094,Citric acid,345276.582852104,12.136,34413.020068847,12.136,0.98061298042675,0.09966798
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0001015,N-Formyl-L-methionine,1544348.90171345,5.41,6968.28076768974,5.444,0.980536474492262,0.004512116
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0000259,Serotonin,3330767.42839269,10.536,36319.8765137268,10.568,0.980315031069321,0.01090436
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000866,N-Acetyl-L-tyrosine,1815353.30343829,6.723,27697.3710285886,6.725,0.980225339584272,0.01525729
fragment,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000195,Inosine,4841331.20376079,6.755,30373.2544947746,6.757,0.97996013573452,0.00627374
fragment,151,108,HMDB0000292,Xanthine,HMDB0000118,Homovanillic acid,84936.2231218435,6.691,5136.84204493682,6.659,0.979164689160958,0.06047881
fragment,117.1,71,HMDB0000407,2-Hydroxy-3-methylbutyric acid,HMDB0000211,myo-Inositol,208449.328069146,9.958,2236.69117014508,9.99,0.979025288881541,0.01073014
fragment,128,82,HMDB0000267,Pyroglutamic acid,HMDB0000725,4-Hydroxyproline,210568.320399676,8.839,6389.41391155258,8.869,0.978966657579813,0.03034366
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000127,D-Glucuronic acid,370124.541380393,10.406,4666.96904500208,10.406,0.978833875125562,0.01260919
fragment,143.1,125,HMDB0000482,Caprylic acid,HMDB0001264,Dehydroascorbic acid,37058.0157973143,6.883,32665.8845193287,6.883,0.978748048420571,0.8814796
