interf_type,anchor_Q1,anchor_Q3,anchor_accession,anchor_name,interf_accession,interf_name,source_area,source_rt,interf_area,interf_rt,transition_similarity,transition_ratio
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0003070,Shikimic acid,61939.6841367679,5.495,34592.9002161402,5.495,0.988060008956849,0.5584933
fragment,90.1,44,HMDB0000271,Sarcosine,HMDB0000064,Creatine,1884166.51952708,5.968,86122.0760899263,5.9995,0.98785544202535,0.04570831
isotope,138.1,78,HMDB0029806,Methyl nicotinate,HMDB0003152,N-Methylnicotinamide,8817112.34735133,3.9265,26466.716964024,3.958,0.987757250179676,0.003001744
isotope,139.1,121,HMDB0000301,Urocanic acid,HMDB0015687,Salicylamide,2061112.43356752,2.9845,19113.6240272757,2.9845,0.987687808691782,0.00927345
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0000517,L-Arginine,1151213.38982953,9.612,1771.82153321559,9.642,0.987497790943394,0.00153909
fragment,103,57,HMDB0000008,2-Hydroxybutyric acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,4179.45162528861,5.621,0.987477839983081,0.04943196
isomer,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0002302,Indole-3-propionic acid,160729.664216949,4.084,142865.791942515,4.084,0.987475961941212,0.8888577
fragment,131.1,85,HMDB0000746,Hydroxyisocaproic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,3605.91034073825,5.998,0.987422650794905,0.009849439
isomer,177,59,HMDB0003466,L-Gulonolactone,HMDB0000150,Gluconolactone,48217.1236525447,4.9615,11904.0540789818,4.9615,0.987219148935972,0.2468844
fragment,145.1,144,HMDB0003701,Dimethylbenzimidazole,HMDB0001389,Melatonin,2373764.05598051,2.982,13686.6804990189,2.982,0.987203739111228,0.005765813
fragment,114.1,44,HMDB0000562,Creatinine,HMDB0000064,Creatine,1884166.51952708,5.968,15430.0868243609,5.9995,0.987196342361818,0.008189343
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000259,Serotonin,582057.221576236,7.162,53514.2941392909,7.162,0.987090021195683,0.09193992
isobar,173.1,58,HMDB0006028,N-Acetylasparagine,HMDB0003070,Shikimic acid,61939.6841367679,5.495,3351.09249416615,5.495,0.987072485965496,0.05410251
fragment,117,73,HMDB0000254,Succinic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,38956.6279796884,5.621,0.98682892493647,0.4607548
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,4367.74404870722,5.998,0.986681160092493,0.01193037
fragment,147.1,84,HMDB0000182,L-Lysine,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,27139.7434020269,5.277,0.98663833542805,0.1401294
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000239,Pyridoxine,1561049.23919943,4.649,55481.5057583234,4.649,0.986596138276359,0.03554116
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0000191,L-Aspartic acid,62007.9569112885,5.6525,372.476918415961,5.684,0.986592637953609,0.006006921
fragment,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0006344,Phenylacetylglutamine,1756627.49770013,4.678,52288.0240417459,4.678,0.986474895411266,0.02976614
fragment,117.1,71,HMDB0001987,2-Hydroxy-2-methylbutyric acid,HMDB0000211,myo-Inositol,65240.4594382686,6.249,1052.74389028057,6.249,0.986403907979367,0.01613637
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,963.032323010933,5.34,0.986397484821862,0.009457108
fragment,150.1,104,HMDB0000696,L-Methionine,HMDB0001015,N-Formyl-L-methionine,265126.630270145,4.678,16863.8329632129,4.649,0.986383470191571,0.06360671
fragment,509,137,HMDB0000189,Inosine triphosphate,HMDB0000217,"NADP",1525387.52970717,5.591,18287.1318165062,5.6225,0.986357156235401,0.01198852
fragment,127.1,110,HMDB0000262,Thymine,HMDB0000679,Homocitrulline,74772.6674892254,6.031,18402.5761746584,6.031,0.986345542981975,0.2461137
fragment,135,91,HMDB0002340,2-Methylbenzoic acid,HMDB0001964,Caffeic acid,3286317.47415363,4.804,6744.9663667577,4.804,0.986286604828379,0.002052439
fragment,145.1,101,HMDB0000422,2-Methylglutaric acid,HMDB0006344,Phenylacetylglutamine,1756627.49770013,4.678,52489.8116455899,4.678,0.985784522322729,0.02988101
isobar,115,71,HMDB0000134,Fumaric acid,HMDB0000019,alpha-Ketoisovaleric acid,7679.72688467649,3.296,7269.89835557783,3.296,0.985530737584111,0.946635
isobar,166,122,HMDB0000232,Quinolinic acid,HMDB0001545,Pyridoxal,526623.028753557,4.647,732.592174725801,4.678,0.985460055292535,0.001391113
isotope,190,144,HMDB0000715,Kynurenic acid,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,13979.4559459886,9.989,0.98516270719028,0.01545565
fragment,115,71,HMDB0000134,Fumaric acid,HMDB0000156,Malic acid,276898.581293924,5.5895,67329.5633538944,5.5895,0.985118861165906,0.243156
fragment,128,82,HMDB0000267,Pyroglutamic acid,HMDB0011756,N-Acetylleucine,1077234.94837155,4.553,4414.77570769699,4.553,0.985042231261356,0.004098248
isomer,154.1,91,HMDB0000073,Dopamine,HMDB0004825,p-Octopamine,2166359.62016608,6.911,6812.54115696982,6.911,0.984806239690882,0.003144695
fragment,143.1,125,HMDB0000482,Caprylic acid,HMDB0001264,Dehydroascorbic acid,10354.1791980583,4.8985,13654.821237982,4.8985,0.984754058561515,1.318774
fragment,148.1,88,HMDB0002393,N-Methyl-D-aspartic acid,HMDB0000679,Homocitrulline,74772.6674892254,6.031,5744.27288474281,6.031,0.984636464584516,0.07682316
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0002466,3-Hydroxybenzoic acid,146881.989479062,4.553,3363.42908546846,4.553,0.984560117417925,0.02289885
fragment,175,87,HMDB0000044,Ascorbic acid,HMDB0000127,D-Glucuronic acid,70230.8810084401,5.5895,1799.28127341466,5.558,0.984517999048538,0.02561952
fragment,124,78,HMDB0002243,Picolinic acid,HMDB0000158,L-Tyrosine,737520.994815506,5.529,1173.306418098,5.56,0.984490393035634,0.001590879
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000902,"NAD",1558467.63256093,5.654,268636.908128727,5.654,0.983990458031494,0.1723725
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000884,Ribothymidine,106164.846634436,4.837,12883.1297373384,4.837,0.983408734562297,0.1213502
fragment,145.1,101,HMDB0000752,Methylglutaric acid,HMDB0028685,Alanylglutamine,422394.764574049,5.621,1858.87104721081,5.621,0.983263575491352,0.004400791
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0000152,Gentisic acid,857296.312857192,3.987,861631.750920309,3.987,0.983123379278467,1.005057
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000902,"NAD",1558467.63256093,5.654,97152.0948134219,5.654,0.982806639293699,0.06233822
fragment,151,108,HMDB0000292,Xanthine,HMDB0000299,Xanthosine,1954103.13317598,5.307,308372.604262336,5.3385,0.982657675030784,0.1578077
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid,504213.749354348,3.234,8009.32087452673,3.234,0.982482683749953,0.01588477
fragment,111,42,HMDB0000300,Uracil,HMDB0000226,Orotic acid,304366.419582196,4.993,497054.028195357,4.993,0.982418116526475,1.633078
fragment,110.1,65,HMDB0001169,4-Aminophenol,HMDB0000679,Homocitrulline,74772.6674892254,6.031,273.111736509732,6.031,0.982407156725919,0.003652561
fragment,133.1,74,HMDB0000168,L-Asparagine,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,15522.666814778,5.34,0.982389178609653,0.1524347
fragment,145,101,HMDB0000208,Oxoglutaric acid,HMDB0028685,Alanylglutamine,422394.764574049,5.621,2658.42701730502,5.621,0.982222210331805,0.006293703
isomer,101,57,HMDB0000060,Acetoacetic acid,HMDB0000005,2-Ketobutyric acid,15495.1584350247,3.987,11747.3411333599,4.05,0.982073930839186,0.7581298
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000156,Malic acid,276898.581293924,5.5895,70622.9058856835,5.5895,0.981998353371317,0.2550497
fragment,69,42,HMDB0001525,Imidazole,HMDB0247418,8-Aminooctanoic acid,60778.0615683104,5.968,557.839346233658,5.905,0.981958559843828,0.009178301
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000962,Lipoamide,123007.73627543,3.016,41372.6672558595,3.016,0.981826770838282,0.336342
fragment,138,108,HMDB0001232,4-Nitrophenol,HMDB0001545,Pyridoxal,526623.028753557,4.647,198953.17538759,4.647,0.981768134582431,0.3777905
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0001964,Caffeic acid,3286317.47415363,4.804,4797.2299983726,4.804,0.981240482659315,0.001459759
isomer,222.1,138,HMDB0001129,N-Acetylmannosamine,HMDB0000215,N-Acetyl-D-glucosamine,10992.0631425705,5.466,17323.8825286136,5.466,0.981077439549108,1.576036
isobar,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000134,Fumaric acid,5953.8669702549,5.5265,5745.90453932489,5.558,0.980683090677182,0.965071
fragment,116,74,HMDB0000532,Acetylglycine,HMDB0000866,N-Acetyl-L-tyrosine,650077.565129627,4.741,1696.5141715367,4.741,0.980522022679802,0.00260971
fragment,176.1,70,HMDB0000904,Citrulline,HMDB0001129,N-Acetylmannosamine,6086.32367894898,5.466,173.808132064274,5.466,0.980448114666433,0.02855716
fragment,140,122,HMDB0002658,6-Hydroxynicotinic acid,HMDB0002666,Thiamine monophosphate,1352555.48488705,6.345,8200.6296079775,6.345,0.980343033433562,0.006063063
fragment,136.1,119,HMDB0000034,Adenine,HMDB0004825,p-Octopamine,2166359.62016608,6.911,101081.981827473,6.911,0.980312110832305,0.04665983
fragment,115,71,HMDB0000176,Maleic acid,HMDB0000156,Malic acid,276898.581293924,5.5895,45018.7185489562,5.5895,0.980030636535336,0.162582
fragment,127.1,81,HMDB0002024,Imidazoleacetic acid,HMDB0000215,N-Acetyl-D-glucosamine,10992.0631425705,5.466,6767.26709420737,5.529,0.979895589475837,0.6156503
isotope,124,79,HMDB0011747,Ciliatine,HMDB0000873,4-Methylcatechol,88819.055340589,2.9505,624.287974959321,2.9505,0.979892139224349,0.007028762
isotope,167,123,HMDB0029644,"2',4',6'-Trihydroxyacetophenone",HMDB0000232,Quinolinic acid,135186.535702633,5.558,1411.30632726353,5.5265,0.979636069444382,0.0104397
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000050,Adenosine,2681250.75199166,5.026,803344.01406182,5.026,0.979422024239945,0.2996154
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0000130,Homogentisic acid,1219898.56072574,4.05,9616.35712791285,3.956,0.979307674312554,0.007882915
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0000259,Serotonin,608865.188147784,7.099,29342.7848988811,7.099,0.978961819080431,0.04819258
fragment,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,3425.45908117004,6.0295,0.97877725189187,0.009356541
fragment,127.1,110,HMDB0000262,Thymine,HMDB0000884,Ribothymidine,106164.846634436,4.837,476725.305581217,4.837,0.978485766655739,4.490425
isobar,177.1,159,HMDB0002043,5-Phenylvaleric acid,HMDB0003466,L-Gulonolactone,85291.3753255734,5.0865,16615.3554496364,5.0865,0.978276004405332,0.194807
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000158,L-Tyrosine,737520.994815506,5.529,64469.3187391068,5.529,0.978193509094828,0.08741354
fragment,147,103,HMDB0000567,Cinnamic acid,HMDB0033752,3-(2-Hydroxyphenyl)propanoic acid,504213.749354348,3.234,2741.76919387905,3.234,0.978126093942499,0.005437712
isomer,103,57,HMDB0000729,alpha-Hydroxyisobutyric acid,HMDB0000008,2-Hydroxybutyric acid,117189.103533314,4.302,123778.801401293,4.2705,0.978102271610314,1.056231
fragment,135,92,HMDB0000157,Hypoxanthine,HMDB0000195,Inosine,1724525.21564474,5.244,81717.5725690648,5.244,0.977769810199526,0.04738555
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,38568.1734711453,9.989,0.977729962625171,0.04692069
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0002209,Equol,1316457.80475946,2.794,35388.0289592218,2.8255,0.977707869654948,0.02688125
isotope,160,116,HMDB0003320,Indole-3-carboxylic acid,HMDB0000857,Pimelic acid,86344.3435378264,5.401,2551.38837231175,5.37,0.977598236708792,0.02954899
fragment,76,30,HMDB0000123,Glycine,HMDB0000678,Isovalerylglycine,448080.004803274,4.616,2890.30717764681,4.586,0.977252370884682,0.006450427
fragment,177.1,160,HMDB0000259,Serotonin,HMDB0001238,N-Acetylserotonin,1011661.49289375,3.799,239832.100959072,3.832,0.977177473603439,0.2370675
isobar,175.1,70,HMDB0000517,L-Arginine,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,10553.8792816602,5.3715,0.976993901321095,0.1036405
fragment,189.1,84,HMDB0000446,N-alpha-Acetyl-L-lysine,HMDB0004231,Panthenol,2391858.44066723,4.335,3443.1156233539,4.335,0.976972292830152,0.001439515
isobar,131,87,HMDB0000223,Oxalacetic acid,HMDB0000168,L-Asparagine,34063.3657700646,6.031,670.329365752949,6.061,0.976835329822773,0.01967889
fragment,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0000118,Homovanillic acid,14718.5618668349,4.678,3844.76235128422,4.678,0.976656770962616,0.2612186
isobar,191.1,85,HMDB0003072,Quinic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,69908.9050568964,5.621,0.976502393280757,0.8268391
fragment,123.1,80,HMDB0001406,Niacinamide,HMDB0000217,"NADP",1525387.52970717,5.591,112871.309243339,5.6225,0.976021735860412,0.07399517
isobar,173.1,131,HMDB0003357,N2-Acetylornithine,HMDB0000517,L-Arginine,1151213.38982953,9.612,135548.667725372,9.642,0.975799599380438,0.1177442
fragment,118.1,91,HMDB0000738,Indole,HMDB0004826,p-Synephrine,166327.300375622,6.974,24468.4836114412,6.974,0.97576883954404,0.1471104
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0000721,Glycylproline,23293.5485593917,5.8405,301038.621529694,5.843,0.975695846938146,12.92369
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0000156,Malic acid,276898.581293924,5.5895,48330.1745683359,5.5895,0.975586912872159,0.1745411
isobar,115,71,HMDB0000720,Levulinic acid,HMDB0000134,Fumaric acid,8385.17556251648,5.4635,5510.72049546378,5.432,0.975533774371677,0.657198
isobar,173,85,HMDB0000958,trans-Aconitic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,1068.16808599778,5.998,0.975320605188603,0.00291767
fragment,112.1,95,HMDB0000630,Cytosine,HMDB0000177,L-Histidine,1098889.84526403,6.157,12501.829874025,6.157,0.974742095895704,0.01137678
fragment,144.1,84,HMDB0004827,Proline betaine,HMDB0000215,N-Acetyl-D-glucosamine,10992.0631425705,5.466,9425.98124980408,5.466,0.974522959154395,0.8575261
fragment,145.1,86,HMDB0002284,N-Acetylcadaverine,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,8894.17702068465,10.0205,0.974466419539111,0.01082034
fragment,151,108,HMDB0000292,Xanthine,HMDB0000118,Homovanillic acid,14718.5618668349,4.678,1187.48540765955,4.6155,0.974380624488711,0.08067945
fragment,428,136,HMDB0001341,ADP,HMDB0000217,"NADP",1525387.52970717,5.591,50729.4266139724,5.6225,0.974249976087816,0.03325675
fragment,138.1,92,HMDB0000875,Trigonelline,HMDB0000073,Dopamine,41968.3695779437,8.104,30516.2036573887,8.1355,0.973922736906479,0.7271239
fragment,136.1,119,HMDB0000034,Adenine,HMDB0000217,"NADP",1525387.52970717,5.591,32155.3858275369,5.591,0.973493722867279,0.02108014
isotope,190.1,127,HMDB0000679,Homocitrulline,HMDB0000670,Homo-L-arginine,904488.360876907,9.989,8617.58208882427,9.989,0.972978861689608,0.009527577
fragment,115,71,HMDB0000720,Levulinic acid,HMDB0002545,Galacturonic acid,65720.1751858863,5.684,6011.84400419761,5.684,0.972817431655847,0.09147638
isotope,137.1,94,HMDB0000699,1-Methylnicotinamide,HMDB0000034,Adenine,1747346.11003059,4.963,5276.55981258244,4.963,0.972638359688524,0.003019757
fragment,115,71,HMDB0000176,Maleic acid,HMDB0002545,Galacturonic acid,65720.1751858863,5.684,7441.47000579013,5.684,0.972158779824761,0.1132296
isobar,131.1,85,HMDB0001624,2-Hydroxycaproic acid,HMDB0000168,L-Asparagine,34063.3657700646,6.031,469.58938392999,5.998,0.972144509607996,0.01378576
fragment,152,108,HMDB0001476,3-Hydroxyanthranilic acid,HMDB0000152,Gentisic acid,857296.312857192,3.987,37231.9955853293,3.987,0.971946032714601,0.04342955
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0003357,N2-Acetylornithine,366103.130077051,5.998,2083.27194207428,5.998,0.971687024711499,0.005690396
fragment,162.1,85,HMDB0000062,L-Carnitine,HMDB0001514,Glucosamine,139975.181203173,6.1885,7156.33805168835,6.22,0.971143288444351,0.05112576
fragment,124,80,HMDB0060665,Isonicotinic acid,HMDB0000902,"NAD",1558467.63256093,5.654,6708.20443747695,5.654,0.971042436090106,0.004304359
isomer,115,71,HMDB0000176,Maleic acid,HMDB0000134,Fumaric acid,8385.17556251648,5.4635,5004.3909166377,5.495,0.970325489881331,0.5968141
fragment,130.1,56,HMDB0000716,L-Pipecolic acid,HMDB0000670,Homo-L-arginine,821986.574803976,9.989,3964.01451899536,9.989,0.97018786783697,0.004822481
fragment,179,135,HMDB0001964,Caffeic acid,HMDB0000609,DL-Dopa,178570.974141822,5.905,12466.8597329148,5.9035,0.969967761999007,0.06981459
fragment,124,80,HMDB0001488,Nicotinic acid,HMDB0000902,"NAD",1558467.63256093,5.654,6688.46818555893,5.654,0.96939090726959,0.004291695
fragment,118.1,91,HMDB0000738,Indole,HMDB0013318,Tryptophanamide,1654819.39139783,4.398,39873.2693212902,4.398,0.969049674179256,0.02409524
fragment,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0000663,Glucaric acid,42491.1022243537,5.5895,865.810077648833,5.591,0.969009500438311,0.02037627
fragment,126.1,109,HMDB0002894,5-Methylcytosine,HMDB0002224,5-Methyldeoxycytidine,1107749.55685597,5.089,2458630.4446341,5.089,0.96897337306318,2.219482
fragment,90.1,72,HMDB0000056,beta-Alanine,HMDB0000210,Pantothenic acid,2037914.5817938,5.055,20301.6280690321,5.026,0.968350935058263,0.009961962
fragment,102.1,56,HMDB0036458,1-Aminocyclopropanecarboxylic acid,HMDB0006029,N-Acetylglutamine,193676.295311008,5.277,2776.88032787683,5.34,0.968287127308757,0.01433774
fragment,191.1,174,HMDB0004095,5-Methoxytryptamine,HMDB0001389,Melatonin,2373764.05598051,2.982,271147.244045403,3.016,0.968092041764421,0.1142267
fragment,69,42,HMDB0001525,Imidazole,HMDB0000089,Cytidine,529776.296801198,5.403,1277.31159496005,5.403,0.968036548516277,0.00241104
isotope,123.1,80,HMDB0001406,Niacinamide,HMDB0012275,Phenylethylamine,537794.719918625,5.3085,10386.1525342486,5.3715,0.967780526601228,0.01931249
isotope,267.1,135,HMDB0000195,Inosine,HMDB0000085,Deoxyguanosine,517158.276890966,5.307,784.134412962183,5.307,0.967426586011784,0.001516237
fragment,348.1,136,HMDB0000045,Adenosine monophosphate,HMDB0000902,"NAD",1558467.63256093,5.654,236841.934458338,5.654,0.967096612700707,0.151971
fragment,137,93,HMDB0000500,4-Hydroxybenzoic acid,HMDB0000291,Vanillylmandelic acid,400819.421215885,4.616,37573.6386547202,4.647,0.966889597899985,0.09374206
fragment,132.1,86,HMDB0000172,L-Isoleucine,HMDB0000759,Glycylleucine,375608.065412235,5.34,338161.191139223,5.34,0.966787928050843,0.9003033
isotope,176.1,130,HMDB0000197,Indoleacetic acid,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,694.190355313028,5.403,0.966260223918488,0.006817043
isobar,161,125,HMDB0004811,"2,4-Dichlorophenol",HMDB0000450,5-Hydroxylysine,84328.4467233501,8.795,7033.7428591295,8.825,0.966103638694727,0.0834089
isotope,115,71,HMDB0000134,Fumaric acid,HMDB0254310,MALEAMIC ACID,60459.7156764955,5.055,4623.61503768448,5.055,0.96558074967745,0.07647431
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0004620,N-a-Acetyl-L-arginine,2650021.02003282,5.968,37998.0886314596,5.968,0.965513861684462,0.01433879
fragment,132.1,117,HMDB0000466,3-Methylindole,HMDB0000472,5-Hydroxy-L-tryptophan,369749.459206915,5.591,3337.91097137889,5.591,0.965360831132142,0.009027494
fragment,175,69,HMDB0031193,"1,2,3-Propanetricarboxylic acid",HMDB0000127,D-Glucuronic acid,70230.8810084401,5.5895,2185.58336119973,5.558,0.9651674473853,0.03111998
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0000517,L-Arginine,1151213.38982953,9.612,6038.88101171666,9.612,0.965059448412418,0.005245666
fragment,130.1,88,HMDB0000766,N-Acetyl-L-alanine,HMDB0000133,Guanosine,550651.30622258,5.529,10134.8638172712,5.5265,0.964883676581418,0.01840523
isomer,115,71,HMDB0000176,Maleic acid,HMDB0000134,Fumaric acid,5953.8669702549,5.5265,4221.16162239248,5.558,0.96488298416039,0.7089782
fragment,117.1,59,HMDB0000754,3-Hydroxyisovaleric acid,HMDB0000211,myo-Inositol,65240.4594382686,6.249,1321.45458146226,6.249,0.964452868222049,0.02025514
isobar,115,71,HMDB0000720,Levulinic acid,HMDB0000134,Fumaric acid,5953.8669702549,5.5265,4179.00740226691,5.558,0.964286967758351,0.701898
fragment,114,70,HMDB0254310,MALEAMIC ACID,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,14829.6026494534,5.37,0.963817581489205,0.1456287
fragment,89,43,HMDB0000190,L-Lactic acid,HMDB0000156,Malic acid,276898.581293924,5.5895,7008.05986271912,5.5895,0.963645288241836,0.02530912
fragment,181.1,135,HMDB0003269,Nicotinuric acid,HMDB0001885,3-Chlorotyrosine,226161.070940452,5.403,1119.86327393872,5.403,0.963633425395047,0.004951618
fragment,129,85,HMDB0002092,Itaconic acid,HMDB0000148,L-Glutamic acid,58336.0405547618,5.5595,785.171771042819,5.495,0.962848246864726,0.01345946
fragment,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000239,Pyridoxine,1503204.86898097,4.649,23598.5059661453,4.6805,0.962108645185037,0.0156988
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000148,L-Glutamic acid,58336.0405547618,5.5595,1167.70318543623,5.495,0.961994285385497,0.02001684
fragment,190.1,127,HMDB0000679,Homocitrulline,HMDB0000962,Lipoamide,123007.73627543,3.016,4130.19883704649,3.016,0.961814314135972,0.03357674
fragment,129,85,HMDB0000634,Citraconic acid,HMDB0000625,Gluconic acid,290111.612727676,5.5895,1867.66788109162,5.621,0.961753098424375,0.006437756
fragment,136,92,HMDB0001392,p-Aminobenzoic acid,HMDB0000291,Vanillylmandelic acid,400819.421215885,4.616,20689.6323280748,4.678,0.961602832403296,0.05161834
fragment,73,45,HMDB0000119,Glyoxylic acid,HMDB0000193,Isocitric acid,84549.5845071004,5.621,1379.48942780154,5.5895,0.96142461184311,0.01631574
isobar,190.1,130,HMDB0029738,Indole-3-methyl acetate,HMDB0000679,Homocitrulline,74772.6674892254,6.031,3268.00329029619,6.031,0.961101541734834,0.04370585
fragment,177,129,HMDB0000150,Gluconolactone,HMDB0000625,Gluconic acid,290111.612727676,5.5895,4238.02420555052,5.621,0.961063751246124,0.01460825
fragment,132.1,86,HMDB0000687,L-Leucine,HMDB0000759,Glycylleucine,375608.065412235,5.34,332474.491626707,5.34,0.960883808150793,0.8851633
isomer,148.1,84,HMDB0000148,L-Glutamic acid,HMDB0003011,O-Acetylserine,55834.3953751886,5.529,2692.69096718845,5.529,0.960643391314721,0.04822638
isotope,153,108,HMDB0000152,Gentisic acid,HMDB0304941,3-Amino-4-hydroxybenzoic acid,31368.3267563682,5.026,7175.05332869565,5.055,0.960185254772799,0.2287356
fragment,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0000175,Inosinic acid,176199.551087931,5.6225,9334.81547371884,5.6225,0.959658463529894,0.05297866
fragment,349.1,137,HMDB0000175,Inosinic acid,HMDB0000902,"NAD",1558467.63256093,5.654,3949.60305506568,5.654,0.958591928123251,0.002534286
fragment,132.1,68,HMDB0000725,4-Hydroxyproline,HMDB0000962,Lipoamide,123007.73627543,3.016,271.507334080965,3.016,0.958376555829068,0.002207238
fragment,189.1,84,HMDB0000206,N6-Acetyl-L-lysine,HMDB0000962,Lipoamide,123007.73627543,3.016,197.440110010813,2.953,0.95837073427005,0.001605103
fragment,133.1,70,HMDB0000214,Ornithine,HMDB0000517,L-Arginine,1000284.16565118,9.6435,4823.09739302102,9.6435,0.958367062380569,0.004821727
isobar,138.1,120,HMDB0001065,2-Hydroxyphenethylamine,HMDB0015687,Salicylamide,2061112.43356752,2.9845,5957.66220709774,2.9845,0.958255515847381,0.002890508
fragment,121,93,HMDB0001870,Benzoic acid,HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",98846.5151504517,4.804,53096.8881285996,4.8355,0.95810498081259,0.537165
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0000191,L-Aspartic acid,62007.9569112885,5.6525,9372.49450167285,5.621,0.957926572938359,0.1511499
fragment,116.1,70,HMDB0000162,L(D)-Proline,HMDB0006028,N-Acetylasparagine,101831.592080403,5.37,4290.28911869553,5.3715,0.957618279336808,0.04213122
fragment,109,108,HMDB0000957,Pyrocatechol,HMDB0003072,Quinic acid,666028.289160298,5.495,4166.56301466307,5.495,0.957615647410599,0.006255835
fragment,115,71,HMDB0000019,alpha-Ketoisovaleric acid,HMDB0002545,Galacturonic acid,65720.1751858863,5.684,9253.91203585146,5.684,0.957265733209842,0.1408078
fragment,138,80,HMDB0253211,Tramiprosate,HMDB0001545,Pyridoxal,526623.028753557,4.647,6812.78500054832,4.647,0.957246556965799,0.01293674
fragment,151,107,HMDB0004815,4-Hydroxy-3-methylbenzoic acid,HMDB0001476,3-Hydroxyanthranilic acid,291983.556769101,4.616,2163.81499567458,4.616,0.957150831134883,0.007410743
fragment,174.1,128,HMDB0000842,Quinaldic acid,HMDB0001389,Melatonin,2373764.05598051,2.982,76550.4825210422,3.016,0.957074932915477,0.03224856
fragment,182.1,136,HMDB0000158,L-Tyrosine,HMDB0000866,N-Acetyl-L-tyrosine,650077.565129627,4.741,264121.572432569,4.712,0.956796779407953,0.4062924
fragment,161.1,144,HMDB0000303,Tryptamine,HMDB0001238,N-Acetylserotonin,1011661.49289375,3.799,49733.9599200337,3.832,0.956712660498997,0.04916067
fragment,137,93,HMDB0002466,3-Hydroxybenzoic acid,HMDB0000291,Vanillylmandelic acid,400819.421215885,4.616,32968.6778169767,4.678,0.956670529028544,0.08225319
fragment,112.1,70,PBCM0000066950,Isocytosine,HMDB0004620,N-a-Acetyl-L-arginine,2650021.02003282,5.968,33443.892599411,5.968,0.956278713651209,0.01262024
fragment,131,87,HMDB0011733,Glycyl-glycine,HMDB0000956,Tartaric acid,70113.6120385036,5.558,600.871124822287,5.558,0.955984384835196,0.008569964
fragment,90.1,44,HMDB0000271,Sarcosine,HMDB0028922,Leucylalanine,632654.601415837,4.963,985.480008920009,4.963,0.955665413693708,0.00155769
fragment,117.1,71,HMDB0000407,2-Hydroxy-3-methylbutyric acid,HMDB0000211,myo-Inositol,65240.4594382686,6.249,940.667826718065,6.249,0.955470814977367,0.01441847
